author,qtd_livros,media_nota,desvio_nota,ano_medio,cluster
susan neunzig cahill,6,3.99,2.79,1992,1
thomas hoving,6,5.74,3.19,1989,1
tim bradford,3,1.67,2.89,2001,3
travis thrasher,3,3.08,0.72,2001,3
trudi pacter,5,0,0,1993,3
vandana shiva,4,2.5,5,1995,1
vanessa james,5,0,0,1986,3
walter brueggemann,3,5,4.36,1987,1
william f. buckley,21,1.62,2.25,1989,3
william morris,6,4.5,3.59,1984,1
yuko tsushima,3,5.33,4.62,1989,1
dalai lama,25,3.36,3.07,2000,1
allen carr,8,1.07,1.6,1998,3
andy schell,3,1.33,1.15,2001,3
anne chaplet,3,1.56,2.69,2001,3
babette cole,7,2.47,3.3,1993,1
bathroom readers' institute,16,2.98,2.83,1996,1
bebe faas rice,6,2,3.35,1996,1
candice ransom,4,1,2,1987,3
cara summers,9,1.38,1.75,2002,3
carol burnett,3,1.67,1.5,1992,3
chandler burr,3,3.22,3.53,2001,1
chassie west,4,1.88,1.3,1999,3
cherrie moraga,3,0.81,1.4,1986,3
clare brown,3,0,0,1996,3
colin forbes,37,1.99,2.52,1992,0
cynthia haseloff,3,2.83,2.57,1998,1
cynthia van hazinga,3,0,0,1982,3
david lindley,3,1,1.73,1995,3
deborah johns,3,1.67,2.89,2003,1
diane gonzales bertrand,4,0,0,1997,3
diane warner,6,5.58,4.78,1993,1
earl a. grollman,3,0,0,1979,3
edward behr,3,2.67,4.62,1990,1
elizabeth jane howard,13,1.8,2.57,1991,3
elizabeth warnock fernea,3,4.79,5.01,1981,1
ernest holmes,6,3.25,5.04,1994,1
gerry boyle,9,4.58,3.57,2000,1
hanns kneifel,3,2,3.46,1998,1
henrik johan ibsen,7,2.76,2.92,1987,1
herbert george wells,3,0,0,1982,3
horst stern,3,3.67,5.51,1992,1
indu sundaresan,3,4.52,1.21,2003,1
jan ormerod,11,2.73,2.61,1993,1
jane gardam,8,1.15,1.26,1995,3
jane mendelsohn,6,3.92,1.55,1999,1
jane silverwood,9,0.93,2.05,1989,3
javier tomeo,7,2.71,3.45,1998,1
jessica march,8,0.13,0.35,1989,3
joann ross,34,1.54,2.21,1997,0
joe cummings,9,3.98,3.49,1997,1
john carey,4,6,3.29,1991,1
jonathan vankin,4,5.38,4.42,1996,1
karen leabo,14,0.54,1.45,1994,3
kate donovan,8,1.96,2.96,2000,1
ken eulo,6,1.62,3.16,1988,3
laura leone,8,2.81,4.16,1995,1
lavyrle spencer,69,3.35,2.69,1994,0
leil lowndes,3,3.67,3.51,1997,1
leona rostenberg,3,0,0,1998,3
lesley o'mara,5,0.2,0.45,1994,3
lois mcmaster bujold,41,4.65,2.21,1996,0
lord dunsany,6,1.83,2.86,1984,3
lynne sharon schwartz,9,1.84,2.32,1995,3
maggie james,3,1.17,2.02,1999,3
margaret rome,11,0.39,0.94,1982,3
martha wells,10,4.1,3.11,1999,1
mary carey,5,1.6,3.58,1984,3
maud johnson,4,0,0,1984,3
meg o'brien,10,0.94,1.25,1997,3
melanie friedman,3,4.33,3.79,1991,1
michael a. kahn,9,5.31,3.5,1996,1
miriam minger,5,0,0,1991,3
mollie hardwick,9,2.09,3.36,1989,1
nancy samalin,4,3.75,4.79,1992,1
nathaniel benchley,7,3.39,3.36,1985,1
nero blanc,13,4.68,3.78,2002,1
norma coney,4,5.63,4.17,1997,1
pamela belle,8,3.88,4.49,1987,1
paul greenway,3,5.33,5.03,2000,1
paul lindsay,6,1.78,3.6,1998,1
paul woods,3,2,3.46,1996,1
raymond giles,3,1.33,2.31,1978,3
reay tannahill,13,1.54,2.32,1992,3
regan c. ashbaugh,3,3.27,2.83,1999,1
richard hugo,7,1.43,3.78,1991,1
richard russo,15,3.58,1.17,1996,3
robert littell,15,1.58,2.71,1992,3
robin mckinley,37,3.67,2.98,1992,0
robyn donald,44,0.94,1.86,1993,0
rosemary aubert,6,0.72,1.13,1998,3
salah naoura,3,2.67,2.31,1999,1
sheryl danson,3,3,2.65,1994,1
susan kuklin,3,0,0,1989,3
susan polis schutz,23,3.9,3.91,1987,1
susanna kubelka,5,1.96,1.3,1993,3
suzanne goodwin,6,0,0,1991,3
tami hoag,48,1.84,2.12,1996,0
terry nelsen bonner,3,2,1.73,1983,3
tina wainscott,14,2.48,2.72,2000,1
tom wilson,18,1.95,2.96,1987,3
trisha r. thomas,3,6,5.29,2002,1
verena kast,5,2.6,3.71,1996,1
w. bruce cameron,3,3.67,5.51,2002,1
warren norwood,4,1.75,2.06,1987,3
wendy perriam,3,1.67,2.89,1995,3
wes oleszewski,3,0,0,1998,3
william pene dubois,5,6,4.18,1985,1
a. l. singer,9,0.89,1.83,1993,3
ahlberg,3,0.89,1.54,1996,3
allan hart jahsmann,3,6.17,5.39,1983,1
allan w. eckert,18,1.84,2.7,1988,3
andrew,3,7.5,2.29,1992,1
andy warhol,7,3.95,3.47,1992,1
anne mather,58,0.93,1.74,1992,0
anthony campolo,6,2.61,3.56,1996,1
b. traven,3,5.06,0.59,1986,3
barbara neely,8,3.64,2.36,1997,1
bill barich,3,2,3.46,1987,1
bill martin jr.,3,4.5,1.8,1995,1
bjarne reuter,6,0.75,1.17,1999,3
boris vallejo,4,0,0,1990,3
brian wilson aldiss,12,3.68,3.35,1987,1
carol gardner,3,5.67,5.13,1999,1
caroline graham,15,3,2.97,1997,1
carolyn davidson,21,1.7,2.22,2000,3
christine green,5,2.24,2.78,1996,1
cindy mccormick martinusen,4,3.67,4.37,2002,1
"d.g., dr. hessayon",3,4.61,1.51,1993,1
david l. lindsey,15,2.45,3.23,1993,1
dee holmes,13,1.57,2.09,1997,3
deirdre savoy,4,1.75,3.5,2002,1
duong thu huong,3,2,3.46,1996,1
edgar cayce,5,1.1,2.19,1993,3
edwin a. abbott,6,3.86,1.25,1992,3
elizabeth elgin,3,0,0,1993,3
ellen james,20,0.76,0.94,1995,3
elmer kelton,29,1.23,2.56,1996,0
eric malpass,3,7.33,2.52,1984,1
erik h. erikson,4,3.25,4.27,1990,1
eth clifford,22,1.44,2.54,1989,3
ferdinand f. fournies,3,3.67,3.51,1992,1
fernando lalana,3,3.81,3.31,1998,1
g. wayne miller,4,1.75,2.06,1997,3
gardner dozois,47,3.79,3.4,1996,0
gayl jones,6,2.11,4.01,1995,1
glenna mcreynolds,12,0.87,1.31,1995,3
grace green,12,1.92,2.98,1999,1
hans werner kettenbach,3,0,0,1995,3
harish johari,4,6,4.32,1992,1
harold king,3,0.5,0.87,1984,3
heinrich bã¶ll,9,2.88,3.2,1978,1
herbert r. axelrod,3,4.67,4.16,1994,1
ian jack,23,2.4,3.5,1999,1
indro montanelli,3,5,4.58,1999,1
jack cady,5,5.4,4.98,1998,1
james stevenson,16,1.09,2.73,1990,3
jan bondeson,3,2.67,2.31,2001,1
jan goodwin,3,0,0,1995,3
janis flores,8,1.94,2.74,1991,3
jean nidetch,8,2.63,3.15,1987,1
jean shepherd,5,3.4,2.58,1996,1
jeannie brewer,3,0.78,1.35,1998,3
jess lair,5,1.45,2.6,1981,3
jessica wulf,4,3.13,4.25,1997,1
jewell parker rhodes,3,0.75,1.3,1999,3
joan didion,29,2.86,3.07,1989,0
joan elizabeth lloyd,11,5.04,4.43,1998,1
joan mellen,3,2,3.46,1984,3
john a. keel,3,6.2,3.12,1999,1
john barth,18,3.41,3.64,1990,1
jose mauro de vasconcelos,3,4.22,3.67,1988,1
joyce milton,15,1.88,2.67,1992,3
judith viorst,24,3.37,3.15,1985,1
katherine ramsland,12,3.52,2.83,1997,1
kathy tyers,9,4.48,3.48,1998,1
keith peterson,3,0,0,1988,3
kjersti hoff baez,3,1.89,1.71,1999,3
larry lachman,3,3.33,5.77,2002,1
leah leneman,6,2.12,2.43,1997,3
lee foster,9,4.44,1.96,2000,1
linda hall,7,6.04,2.87,2000,1
lisa scottoline,31,3.13,2.39,2000,0
louis e. boone,6,2.08,3.32,1996,1
louise munro foley,3,2.67,4.62,1990,1
marian green,7,4.41,3.96,1999,1
marie barber,3,3.33,5.77,1997,1
marie desplechin,3,1.08,1.88,1998,3
martin caidin,17,0.56,1.26,1986,3
martin waddell,15,3.07,4.06,1996,1
mary anne mohanraj,3,3.43,3.5,2002,1
mary bray pipher,7,3.08,3,1999,1
matt ruff,9,4.05,1.68,1998,1
michael r. ault,4,1.5,3,1998,3
mindy starns clark,4,6.88,3.33,2004,1
miriam cohen,17,1.41,2.85,1990,3
nan lyons,3,1.33,2.31,1991,3
nick middleton,6,5.17,4.12,1997,1
nicola de pulford,4,3.25,4.57,1999,1
orson welles,4,5,3.56,1995,1
pam binder,4,4.54,3.52,2001,1
pamela macaluso,5,1.66,0.96,1995,3
rachel field,8,4.56,4.94,1988,1
richard j. brenner,7,0.5,1.32,1991,3
robert boswell,9,1.47,2.36,1995,3
robert c. solomon,8,3.88,3.94,1994,1
robert n. charrette,14,2.14,3.13,1994,1
robert v. remini,4,2,4,1991,1
robyn davidson,4,1.46,2.39,1990,3
roger williams,5,6.6,3.97,1999,1
roy mckie,4,3.25,3.95,1981,1
sharon salzberg,5,4.16,3.67,2000,1
shirley hazzard,5,0.96,1.73,1998,3
stendhal,18,3.34,3.57,1993,1
steven martin cohen,3,5.67,5.13,1992,1
stormie omartian,14,2.92,3,1999,1
thomas r. dye,3,3,5.2,1998,1
tom gilling,4,4.19,3.91,2002,1
tom mcgowen,4,0,0,1987,3
tom peters,5,6.8,2.71,1998,1
v.e. mitchell,5,2.4,3.31,1993,1
vickie taylor,3,1.67,2.89,2001,3
virginia essene,3,0.56,0.96,1991,3
wilfred funk,3,1.67,2.89,1993,3
william bayer,14,1.73,2.1,1990,3
yasushi inoue,6,3.5,4.04,1996,1
michael d. o'brien,4,3.75,4.79,1997,1
amanda stevens,16,1.08,1.33,2000,3
anita desai,11,3.77,2.79,1992,1
annie leibovitz,4,5.97,4.44,1995,1
antoine b. daniel,4,0,0,2003,3
arlene hale,3,1.33,2.31,1981,3
art ginsburg,4,4.56,3.33,1993,1
bapsi sidhwa,5,4.1,3.32,1994,1
barbara goldsmith,3,2.33,4.04,1989,1
carlos fuentes,36,2.73,3.25,1995,0
carol cox,5,3.55,3.48,2002,1
carolyn welch griffin,3,6.17,2.47,1994,1
charles m. province,3,6.33,1.53,1990,1
clifford irving,9,0.69,1.49,1992,3
crescent dragonwagon,5,3.04,4.5,1995,1
dallas willard,4,3.25,4.27,1998,1
david c knight,3,0,0,1974,3
david ebershoff,5,3.96,2.83,2002,1
david pelham,3,2.67,4.62,1993,1
david remnick,7,4.14,5.18,1999,1
david rosenbaum,3,2.06,2.62,1994,3
donald e. mcquinn,6,1.42,1.86,1993,3
douglas wood,3,3.78,3.34,1998,1
edeet ravel,3,1.17,1.04,2003,3
edward lucie-smith,3,3,5.2,1992,1
edward packard,62,1.69,2.42,1989,0
edward r emberley,7,6.64,3.28,1986,1
elaine corvidae,3,9,0,2001,1
eric walters,7,3,3.61,2002,1
esme raji codell,4,2.5,3,2002,1
francesca clementis,4,3,2.27,2001,1
frederick crews,3,3.89,4.62,1997,1
gerit kopietz,3,6.33,0.58,2000,1
gloria v. basile,3,0,0,1980,3
gordon korman,45,1.99,2.79,1994,0
h.r. haldeman,3,1.5,2.6,1989,3
harriet roth,3,0,0,1990,3
helen caldicott,3,1.67,2.89,1991,3
helen hooven santmyer,7,1.1,1.57,1992,3
herman raucher,3,4.5,5.07,1982,1
immanuel kant,8,6.5,3.49,1989,1
isolde martyn,6,1.83,2.99,2001,1
j. lynne hinton,3,4.39,5.11,2001,1
james gollin,3,0,0,1979,3
janice daugharty,6,1.32,1.52,1997,3
jean genet,5,4.3,3.7,1983,1
jeff long,7,2.52,2.95,1998,1
jerry bridges,6,5.88,3.77,1999,1
jervey tervalon,5,4,3.81,1999,1
john bevere,5,3.5,2.24,1997,1
john fraser,3,1.33,2.31,1988,3
john howard griffin,5,5.06,4.29,1982,1
joseph locke,6,1.58,2.84,1994,3
joyce egginton,5,2.33,3.22,1992,1
judith mcnaught,53,2.85,2.3,1994,0
karen kreider,3,1.46,1.3,1993,3
kent haruf,6,2.69,1.45,1999,3
kerry greenwood,8,6,4.17,1996,1
kevin brooks,3,2.94,2.77,2003,1
kevin randle,4,1.25,2.5,1990,3
kim antieau,5,2.07,3.47,1999,1
kim campbell thornton,4,5,5.77,2001,1
kirsten holm,7,6.03,3.08,1999,1
kitty richards,8,1.25,2.31,2000,3
kristi gold,14,1.37,1.61,2002,3
larry woiwode,6,0,0,1992,3
laurie graham,7,3.28,3.82,1998,1
leo n. tolstoi,5,3.8,5.22,1995,1
linda williams aber,6,2.5,3.02,1997,1
m.l. gamble,4,3.75,4.35,1994,1
maggie scarf,3,0.33,0.58,1986,3
margaret barbalet,3,3.28,3.84,1990,1
martin h. greenberg,77,2.31,2.87,1995,0
mary burton,5,4.21,2.25,2003,1
matthew witten,3,1.32,1.77,2000,3
mickey friedman,4,1.19,1.65,1992,3
muriel jensen,54,0.92,1.79,1997,0
nathan miller,5,2.7,2.77,1995,1
nicholas blincoe,5,1,2.24,2000,3
norma beishir,5,0.93,1.3,1991,3
norma howe,3,2.5,4.33,2001,1
owen parry,6,4.45,2.2,2001,1
paul c. nagel,3,1.67,2.89,1990,3
peter handke,19,1.26,2.15,1988,3
philip josã?â© farmer,5,7.56,3.22,1992,1
rebecca stratton,7,1,1.91,1980,3
richard bausch,14,2.08,2.69,1998,3
richard montanari,5,1.8,4.02,1999,1
robert m. bramson,3,0,0,1985,3
robert richardson,4,2.5,5,1991,1
rose macaulay,4,1.25,2.5,1991,3
ruth dudley edwards,3,0,0,1998,3
sara lewis,10,2.96,2.59,1999,1
scott turow,37,1.83,1.88,1995,0
stephanie winston,11,3.09,2.93,1989,1
stephen dobyns,31,1.95,2.64,1995,0
susan hill,15,2.78,3.05,1990,1
terri farley,10,7.4,3.47,2003,1
terri valentine,7,1,1.61,1991,3
terry brooks,71,3.47,2.37,1995,0
tim burton,6,5.13,3.49,1996,1
tom demarco,6,6.09,2.72,1996,1
valerie mendes,3,8,1.73,2001,1
vera chapman,4,1.25,2.5,1994,3
wally lamb,16,3.21,2.18,1999,1
yael hedaya,3,0.5,0.87,2002,3
ai yazawa,5,5.9,2.08,2003,1
alexandra ripley,22,2.11,2.23,1992,3
american psychological association,4,4.17,3.18,1997,1
anne perry,108,3.29,2.45,1997,0
annegrit arens,6,1.83,2.71,1998,3
barry eisler,5,4.59,3.78,2003,1
betty rollin,6,1.42,2.2,1991,3
buchi emecheta,9,3.07,3.03,1987,1
candice proctor,7,2.42,2.36,2000,3
carol matas,12,1.17,1.73,1996,3
carolyn haywood,15,0.66,1.47,1983,3
carolyn mcsparren,11,3.12,2.51,2000,1
cheryl reavis,14,1.23,2.51,1997,3
d.h. lawrence,28,2.73,2.61,1988,0
david henry hwang,4,3.69,3.01,1995,1
david j. howe,3,3,5.2,1995,1
deborah moggach,12,3.4,3.69,1997,1
dede hall,4,1.75,2.06,1995,3
denise chong,7,2.25,2.13,1999,3
derek raymond,4,4.25,4.92,1995,1
dion fortune,12,4.17,4,1991,1
donald tyson,8,5.33,3.66,1994,1
dorsey fiske,4,3.25,4.72,1997,1
elaine feinstein,3,2.58,3.09,1990,1
elizabeth pepper,3,4.61,2.07,2001,1
ellis peters,100,2.79,2.61,1994,0
eric flint,13,6.13,2.97,2001,1
eric thompson,3,1.73,3,1998,3
esther freud,12,1.96,2.67,1998,3
evonne weinhaus,3,2.67,2.31,1995,3
fredrick d. huebner,3,0.74,1.28,1992,3
galen grimes,3,5.33,4.73,1999,1
gary phillips,5,0.33,0.75,1999,3
gerald clarke,4,4,4.62,1995,1
gwen westwood,3,0,0,1984,3
h. beam piper,11,4.12,3.19,1983,1
hampton charles,3,0.75,1.3,1991,3
harold l. klawans,4,4.5,5.26,1990,1
holly jacobs,10,2.79,2.64,2003,1
j. c. suares,3,7.67,2.52,1998,1
james w. hall,20,1.39,1.44,1997,3
janisse ray,3,1.83,3.18,2001,1
jay leibold,12,1.87,2.43,1992,3
jenny diski,5,1.6,3.58,1996,1
joan walsh anglund,11,2.32,4.14,1987,1
john guaspari,3,2.33,4.04,1987,1
juliet bawden,3,8,1,1991,1
kate andrews,3,0,0,1999,3
kate william,52,0.78,1.11,1994,0
katharine weber,5,1.55,2.04,1999,3
ken bruen,6,4.11,3.87,2003,1
kris radish,3,2.49,2.18,1999,3
l.j. smith,16,4.8,2.42,1996,1
lass small,10,1.03,1.89,1993,3
lesley glaister,10,4.08,3.18,1996,1
mary e. pearson,3,5.83,2.57,2002,1
mary gordon,16,1.5,1.75,1992,3
maureen lipman,5,4.8,4.76,1991,1
merebeth switzer,3,0,0,1993,3
michael french,4,1.25,2.5,1989,3
michael korda,20,2.57,3.52,1992,1
miriam borgenicht,5,0,0,1990,3
nancy a. collins,12,3.66,1.98,1996,1
nancy davis,21,0.84,1.82,1994,3
narinder dhami,3,0.67,1.15,2001,3
natalie jane prior,3,0,0,1998,3
neil ravin,5,0.5,1.12,1987,3
nelson nye,4,1.25,2.5,1993,3
norma lee clark,6,2.33,3.83,1985,1
norman rockwell,7,4.71,4.86,1983,1
not available,9,5.11,4.17,1999,1
patricia lanza,3,1.5,2.6,2000,3
peggy anderson,7,2.77,3.16,1984,1
peggy post,3,6.5,1.8,1999,1
peter andrews,3,2.67,4.62,1978,1
phillip margolin,16,3.06,2.34,1999,1
pia pera,3,3.5,0.93,1998,3
rand mcnally,13,3.54,4.24,1994,1
richard barth,10,1.35,2.26,1990,3
richard dansky,3,8.33,1.15,2000,1
robert greenberger,4,2.15,2.09,2001,3
robin norwood,9,2.57,2.89,1992,1
ron franscell,3,3.39,1.67,1999,3
ruthanne lum mccunn,8,3.9,3.36,1995,1
sandra dallas,10,3.41,1.59,1998,3
sheldon rampton,4,1.98,2.68,2003,1
sherwood anderson,15,4.01,3.91,1994,1
shirley harrison,6,2.8,3.72,1991,1
stephen humphrey bogart,5,2.45,1.26,1996,3
susan bowden,9,1.44,1.49,1995,3
susan hood,8,3.5,4.07,1999,1
thomas m. reid,5,3.7,3.77,2002,1
vivian neou,3,5.17,4.48,1996,1
weight watchers,24,1.84,2.81,1995,3
wendy etherington,3,1.17,1.13,2003,3
william sarabande,12,0.97,0.96,1993,3
william strunk jr.,4,4.17,1.16,1993,3
yvonne lehman,16,1.56,2.56,1996,3
annette langen,3,6.33,4.73,1999,1
arco,4,4,4.9,2002,1
arlene alda,3,6,4,1991,1
arnon grunberg,5,3.09,2.67,1999,1
barbara ferry johnson,4,0.67,1.33,1980,3
barbara mikulski,5,1,2.24,1998,3
bill g. cox,5,1.61,1.01,1998,3
bonnie pryor,6,1,2.45,1990,3
brian bouldrey,5,1.6,3.58,1996,1
candice poarch,4,0,0,2001,3
carol anshaw,5,3.82,1.92,1996,1
charlotte prentiss,4,2.31,3.3,1996,1
christopher d. hudson,5,4.33,5.22,2000,1
christopher hobbs,3,7,2.65,1995,1
connie lane,8,4.46,2.72,2003,1
courtney brown,4,3.29,2.73,1998,1
d. h lawrence,5,0,0,1979,3
dan elliott,7,3.2,4.24,1986,1
darian north,7,1.67,1.41,1996,3
dave bowler,3,3,5.2,1997,1
david baldacci,37,3.13,2.5,2000,0
denise foley,3,1.94,1.73,1994,3
diana paxson,4,1.75,3.5,1989,1
diana wynne jones,82,4.69,3.31,1995,0
e. nesbit,23,3.25,2.73,1993,1
editors of don't sweat press,3,1.03,0.9,2002,3
edward regis,3,2.67,4.62,1987,1
eric arnold,4,0,0,1998,3
fodor's,49,3.1,3.58,1994,0
frank e. peretti,18,3.2,2.96,1996,1
fred reinfeld,6,3.67,4.13,1978,1
gillian freeman,3,4,3.61,1983,1
gini alhadeff,3,0,0,2002,3
greg laurie,9,2.88,3.35,1997,1
james w. loewen,6,5.61,2.59,1995,1
janet farrar,5,3.45,2.83,1992,1
jeffry d. wert,4,3.75,4.35,1993,1
jerry peek,3,3.17,3.55,1995,1
jerry scott,5,6.26,2.92,2001,1
judith duncan,14,1.64,3.05,1992,3
judith minthorn stacy,5,2.31,3.54,2001,1
judith plaskow,3,2,3.46,1987,1
judith van gieson,11,2.38,2.53,1998,3
kamila shamsie,4,3.06,2.05,2002,1
karen lee,3,4.25,0.79,1998,3
karen templeton,14,1.6,1.4,2001,3
karen white,4,2.2,1.94,2002,3
kate mcmullan,17,2.6,3.34,1997,1
katrin behrend,3,2.22,3.85,1993,1
kenichi sonoda,5,5.2,3.56,2001,1
kenneth l. barker,3,5.5,4.82,1995,1
kenneth oppel,11,6.03,3.51,2002,1
kristen kemp,8,2.82,3.63,2001,1
kurt cobain,4,5.25,4.99,2002,1
leah furman,3,5,4.36,2000,1
lewis thomas,17,4.43,2.88,1989,1
loren l. coleman,9,6.33,3.33,2001,1
luanne jones,3,4,3.53,2002,1
lucy irvine,4,3.17,2.52,1992,1
lyn calder,4,2.5,2.89,1990,1
m. t. anderson,4,3.9,3.49,2000,1
mari hanes,3,2.67,4.62,1989,1
marquis de sade,12,3.18,3.47,1991,1
martha whitmore hickman,3,0.78,1.35,1991,3
marvin terban,5,0.5,1.12,1991,3
merriam-webster,32,4.02,3.48,1993,0
michael leunig,3,2.58,2.5,1992,3
michael lowenthal,3,1.53,1.36,2000,3
miyamoto musashi,7,4.71,3.75,1989,1
molly wigand,9,2.81,2.7,1997,1
owen whittaker,3,1.92,3.32,2002,1
patricia frances rowell,3,3.19,1.4,2003,3
patricia marx,3,2.5,2.5,1996,3
patrick mcginley,5,3.5,3.74,1984,1
pierre michon,3,0.83,1.44,2000,3
rob thomas,8,4.73,2.91,1996,1
robert l. barker,7,1.99,2.65,1991,3
robin baker,3,2.33,4.04,1998,1
robin macnaughton,3,2.25,2.54,1989,3
rolf e. muuss,3,2.33,4.04,1994,1
ruth birmingham,5,0.3,0.67,2000,3
satoshi kitamura,6,1.33,3.27,1996,3
saul d. alinsky,3,2.67,2.52,1984,3
sherman alexie,14,4.37,2.35,1997,1
sue townsend,34,3.71,2.6,1995,0
susan musgrave,4,5,4.08,1996,1
t. dicks,3,4.67,4.16,1988,1
t. michael clark,3,3.87,0.23,1999,3
veronica black,8,0.63,1.77,1994,3
wil mccarthy,8,3.88,3.35,1999,1
zecharia sitchin,10,3.75,2.96,1996,1
a.b. daniel,3,2,3.46,2002,1
a.r.r.r. roberts,3,3.28,4.19,2002,1
albert schweitzer,3,0,0,1976,3
ann campbell,3,1.85,1.72,2001,3
ann pilling,6,3,4.69,1990,1
arkadi strugatzki,3,1.67,2.89,1996,3
bella pollen,3,2.33,4.04,2001,1
benito perez galdos,16,2.6,3.28,1994,1
bob slosser,3,0,0,1984,3
bodo kirchhoff,3,5.83,2.25,1995,1
brandt aymar,3,1.5,2.6,1994,3
brian livingston,3,2.33,4.04,1996,1
clive egleton,7,3.86,4.26,1997,1
dale bick carlson,4,0.25,0.5,1982,3
david dvorkin,7,2.8,2.22,1989,3
david r. george iii,3,2.14,3.21,2001,1
david wright,4,0.81,0.94,1984,3
deloras scott,4,3,3.56,1997,1
diana o'hehir,4,0,0,1989,3
dom deluise,5,6.1,4.59,1991,1
douglas e. winter,10,2.24,1.97,1995,3
elizabeth engstrom,3,0,0,1995,3
emily devenport,3,4,3.61,1996,1
eric marcus,11,3.77,2.69,1997,1
eric s. nylund,5,2.98,0.53,1999,3
evelyn rogers,21,2.49,2.84,1998,1
fran drescher,4,3.69,0.76,2000,3
francie alexander,14,0.71,2.67,2002,3
gloria whelan,13,1.1,1.79,1996,3
gregory j. p. godek,9,5.13,3.67,1997,1
heidi betts,6,3.41,1.89,2001,1
howard frank mosher,10,3.03,3.57,1995,1
irini spanidou,3,2.33,4.04,1990,1
j. robert janes,6,2.92,3.58,1998,1
james allen,5,3.53,4.87,1985,1
james siegel,3,5.94,2.75,2003,1
jamie o'neill,4,2.59,2.06,2003,3
janet gleeson,6,3.02,2.79,2001,1
jean ure,13,3.73,3.41,1996,1
jillian hunter,10,2.34,2.81,1996,1
joe haldeman,33,2.65,3.11,1992,0
john farris,27,1.46,2.43,1991,0
john hall,3,3.67,3.75,1996,1
john pearson,7,3.71,3.73,1990,1
john waters,3,1.58,2.74,1993,3
joseph mathieu,3,4.33,4.04,1992,1
josie lloyd,6,2.92,2.75,2000,1
josã© luis de vilallonga,3,2.5,2.5,1989,3
julie  rach,3,4.17,4.54,1997,1
leo bruce,4,3,3.56,1987,1
lisl weil,3,0,0,1982,3
lucy mead,4,5.75,4.35,2001,1
lyn hamilton,12,4.15,2.91,2001,1
lynn bulock,7,2.14,2.32,2000,3
lynne tillman,3,2.83,2.57,1994,1
manuela dunn-mascetti,7,4.52,2.95,1995,1
marty m. engle,8,4.48,3.98,1996,1
matt cohen,3,2.33,4.04,1994,1
michael jan friedman,52,2.48,2.8,1996,0
mikkel aaland,3,4.67,4.51,2000,1
mort rosenblum,3,2.67,2.31,1998,3
nicole avril,3,0,0,1983,3
noel m. tichy,3,2.83,2.57,1998,1
patrick j. lynch,3,3.67,4.04,2000,1
penelope mortimer,6,3.83,4.26,1980,1
peter bowen,11,3.48,3.72,1999,1
peter phillips,5,3.83,3.41,2001,1
philippe jaenada,3,2.68,1.22,2000,3
pierre louys,7,4.14,4.26,1996,1
rafik schami,11,3.35,3.69,1996,1
richard a. knaak,16,1.49,2.48,1996,3
richard moran,7,0.86,1.57,1995,3
rikki ducornet,4,4.63,4.11,1998,1
robert greene,3,3.33,3.06,1994,1
robin francis,5,0,0,1987,3
robin williams,12,4.13,3.34,1996,1
rochelle alers,14,3,3.45,2000,1
ronda thompson,8,2.72,1.7,2001,3
sophy burnham,9,1.54,1.76,1996,3
susan brownmiller,11,2.22,2.29,1986,3
the editors of creative publishing international,4,6.13,2.78,1999,1
thomas a. kempis,4,6,4.55,1972,1
thomas thompson,9,1.15,2.04,1988,3
tim schoch,3,2.5,2.5,1987,3
tom standage,4,2.17,2.85,2001,1
valerio massimo manfredi,14,3.46,3.22,2001,1
vassily aksyonov,7,1.36,2.66,1989,3
verna aardema,8,3.06,4.55,1986,1
wayne w. dyer,33,2.91,2.76,1992,0
winifred gallagher,4,1.25,2.5,1999,3
wynne may,4,0.5,1,1981,3
william browning spencer,4,1.69,2.25,1996,3
ada steward,4,0.21,0.42,1989,3
alex flinn,5,2.22,2.2,2002,3
andre breton,5,7,2,1989,1
ann victoria roberts,5,1.24,2.17,1993,3
anton myrer,11,0.91,1.16,1991,3
austin clarke,6,7.61,3.44,2000,1
blaise pascal,4,2.88,4.8,1990,1
bob reiss,5,3.5,3.57,1994,1
carlos ruiz zafon,4,3.74,0.97,2003,3
caroline leavitt,13,2.07,3.2,1997,1
catherine gaskin,12,1.3,2.47,1985,3
cathy g. thacker,6,2,3.16,1994,1
clifford d. simak,27,2.96,3.8,1986,0
cora taylor,3,6.67,2.08,1999,1
daniel wallace,7,3.99,3.1,2001,1
dave pedneau,4,1.02,1.28,1990,3
david langford,6,8.58,1.28,1998,1
debbie ford,5,2.68,1.79,2000,3
debbie travis,3,5,4.36,2000,1
dennis mccarty,4,0.75,1.5,1989,3
diane dreher,7,4.5,4.41,1996,1
donna carlisle,4,0,0,1990,3
edith layton,18,2.93,2.93,1998,1
elizabeth atkins bowman,3,1.95,2.67,2000,3
elizabeth forrest,5,2.28,1.81,1995,3
elliott o'donnell,4,1.25,2.5,1986,3
emily french,4,0.69,1.39,1998,3
eva rice,3,2.67,4.62,2001,1
frances hodgson burnett,78,3.43,3.24,1993,0
francisco jimenez,3,7.79,2.32,1999,1
frederick franck,4,2.42,3.3,1986,1
garth williams,4,2.83,4.82,1994,1
gary b. shelly,16,2.31,3.77,2000,1
georg feuerstein,3,2.33,4.04,1994,1
gilbert keith chesterton,3,5.27,4.24,1988,1
heather harpham kopp,3,3.17,2.75,1997,1
hugh lunn,3,0.71,0.95,1997,3
