author,qtd_livros,media_avaliacao
tonino benacquista,10,3.17
tor seidler,4,5.11
valerie worth,4,5.17
w. awdry,16,1.61
w. richard west,11,1.67
walter miller,2,5
wayne rice,2,5.33
wilhelm genazino,6,3.58
x. j. kennedy,7,5
yorke,3,4.67
a. c. grayling,2,0
addison wesley longman,2,3
albert low,2,9.5
alex kava,11,2.2
allen d. bragdon,4,1.63
allen m. steele,4,5.77
allison leigh,12,2.51
anahita firouz,3,5.67
andrew bryce shafran,3,5.17
andy meisler,4,5.75
ann hibbard,2,0
anne rivers siddons,45,2.36
anthony appiah,3,1
anzia yezierska,5,2.35
arnold adoff,3,4.67
arthur  myers,2,4.3
associated press,3,3.33
b.m. gill,2,0
barbara close,2,5
barbara d'amato,23,1.97
barbara keesling,4,1.25
barbara seranella,11,4.16
bill w.,2,3.26
brian stone,3,1.5
brooks whitney,3,6.33
bruce lee,5,4.4
carole bellacera,5,6.69
carolyn jewel,2,1.84
carolyn mackler,3,4.78
carter scott,2,0
cherry wilder,2,5
clement moore,2,7
daniel quinn,21,5.19
david farland,10,2.12
david howarth,6,2.43
denise williamson,2,7.75
dennis bock,4,0.96
derrick a. bell,2,2.5
diane schwemm,2,0
don hawkins,2,5.38
donna-marie pye,2,6.25
dorothea jensen,2,0
e. j. gold,2,3.25
e. lynn harris,20,3.78
elizabeth barnes,3,3.08
elizabeth drew,3,5.33
elizabeth power,6,0.62
eric lax,2,0
errol trzebinski,2,7
eugene bradley coco,8,2.08
florian felix weyh,2,5
frances kazan,2,3
frank turner hollon,2,4.5
friedrich duerrenmatt,2,6.28
gabor s. boritt,2,5
gabrielle donnelly,2,1.38
gary david bouton,4,4.25
gaye shortland,3,2.67
george ehrenhaft,2,0
george gamow,3,2.89
george grosz,2,0
george mackay brown,6,1.33
george proctor,2,0.83
gerald celente,2,8.5
gershom scholem,4,6
gillian kemp,3,8.06
"harold h., bloomfield",2,0
henri bosco,3,5.33
home planners inc,3,5
hugh pentecost,11,0.55
illa podendorf,2,4.5
jack henry abbott,2,2.33
jacqueline carey,9,3.24
james flint,2,0
james otis,2,0
jane shapiro,3,2.5
janice  vancleave,4,3.5
jay quinn,3,2.75
jeff morgan,2,0
joaquin sabina,3,5.78
john bellairs,36,3.36
john foxe,4,5
john fuhrman,3,2.33
john graves,2,0
john m. ivancevich,2,0
john schilb,2,4
jon p. bloch,2,6
jonathan howard,2,4
joy bauer,2,1.17
judith daniels,2,0
kate coscarelli,8,1.44
kathryn spink,2,3.75
kevin patterson,2,6.13
lee tulloch,2,2.25
leonard mosley,2,4.5
linda roghaar,2,3.78
linda schneider,2,6.5
lloyd freeberg,2,1.17
lloyd ogilvie,2,0
louis charbonneau,2,1.75
lynn abbey,26,2.18
maeve binchy,82,3.12
magdalen nabb,17,4.61
manuel mujica lainez,5,1.7
marcia leonard,7,0.24
marcy  blum,2,0
mark tully,4,6.75
martin j. rees,2,5.25
mary hooper,7,2.5
mayer,2,0
melissa fay greene,5,2.93
melvin jules bukiet,7,0.12
merlin stone,2,6.18
michael cadnum,13,0.9
michael stearns,4,0
micheal connelly,2,5.5
mitchell smith,13,2.99
nancy richards-akers,5,0.7
neil shulman,2,0
oliver l. north,5,1.81
olivier rolin,3,4.17
orville j. nave,2,5
owen wister,6,1.75
pat chapman,2,0
patrick french,2,3.5
paul d. tieger,5,4.91
paul hutchens,14,1.54
paul otteson,2,2.25
peter b. stark,2,0
peter copeland,3,5.33
peter pohl,3,1.5
powell,2,0
rick joyner,4,1.5
robert holdstock,19,3.41
roberta isleib,3,4.25
robin quivers,2,3.72
roger lea macbride,12,4.37
ron goulart,9,2.67
rowan williams,2,6.75
sally wittman,5,2.9
seymour reit,9,1.3
sheila ortiz taylor,5,4.3
sonia levitin,15,3.5
stephen arnott,2,6.92
stephen e. ambrose,41,3.68
suzanne beilenson,2,0.57
thomas e. patterson,2,0
tom de haven,5,2.7
tommy nelson,2,5
valerie sherrard,2,3.5
verity campbell,2,8.75
vicente aleixandre,2,0.63
virginia euwer wolff,7,2.73
virginia tranel,2,0
william arrowsmith,2,5
a. c. crispin,7,2.16
a. j. quinnell,4,5.92
a. s. byatt,22,2.72
alan kilpatrick,2,2.5
alan mitchell,5,1
alan s. blinder,2,2
alexandra jones,4,3.33
alice kaplan,2,2.5
alice provensen,6,0
alison kent,13,1.66
anna seghers,4,1.69
anne truitt,2,3.25
anne weale,26,0.81
art linson,2,4.25
barbara cleverly,3,5.67
bernice rubens,21,2.97
beth tripmacher,2,0
better homes and gardens,89,3.53
bill murray,3,1.75
bill watterson,36,6.03
billy collins,10,3.64
bob thomas,10,3.2
brian thompson,2,4.5
c. dale brittain,5,4.05
carol doak,2,2.5
carol serling,2,2.5
carol wasserman,2,8
christian crumlish,2,4.5
christopher rowley,15,3.31
chrystine brouillet,2,1.25
colleen l reece,2,2.5
david bowker,5,4.6
david carkeet,7,0.66
david cassady,5,6.47
david dun,3,2.17
david korr,5,1.13
david lewis,5,0.8
david morrell,38,1.98
david r. collins,2,9.5
david rogers,2,0
dawn walker,2,5
delia sherman,3,3.44
dennis overbye,3,3
dick schaap,3,1.5
don callander,5,2.03
donald stanwood,2,0
edith skom,5,2.06
edward blishen,5,4.4
elisabeth harvor,3,0.83
elizabeth eyre,3,2.83
elizabeth kary,4,1.13
ellen douglas,2,0.42
ellyn sanna,7,4
eric zencey,3,0.16
esther m. friesner,5,1.3
eugenie melnyk,2,0
fiona pitt-kethley,4,5.25
florence littauer,7,3.21
francis a. carey,2,7
frank booth,2,0
frank j.  fabozzi,2,4.5
gar wilson,14,0
grant w. reid,2,9.5
h.rider haggard,2,1.67
harold m. silverman,8,3.85
harrice simons miller,2,3
i. singer,2,7
iain m banks,3,8.33
isabel huggan,3,0
j. buchan,2,1.17
j. i. packer,2,0
j.d. mcclatchy,4,2.38
jacqueline higuera mcmahan,2,5
jaime o'neill,3,6.17
james a. inciardi,2,4
james k.  lowers,3,9.67
jamie lee curtis,3,6.67
jan webster,2,1.75
jane dentinger,10,1.85
jeffrey n. mcmahan,2,4
jenny tyler,5,3
jill paton walsh,13,2.68
jim lovell,4,4.4
jim paul,8,2.85
joanna maitland,4,3.63
joanna russ,6,2.62
john henrik clarke,2,0
john lithgow,2,0
john nichol,3,3.17
john r. gribbin,6,2.33
john schaeffer,4,4.25
john wessel,5,0.6
joseph connolly,12,3.85
judy gill,12,0.76
kalli deschamps,2,8.5
karen kay,8,2.32
katherine sturtevant,2,4.8
kathleen hills,2,5.5
kathleen lines,3,5.67
ken steacy,2,0
kim lawrence,13,0.77
kit ehrman,2,8.5
laura schlessinger,6,3.44
laurie lisle,3,0
leann weiss,3,7.33
leroy hayman,2,2.5
leslie cabarga,4,0.63
leslie o'kane,9,1
linda grant,14,2.08
linda majzlik,7,0
lindsey davis,29,4.82
liza wieland,2,1
lorayne ashton,3,1.67
m masters,6,0
maria shriver,4,2.72
mark gatiss,4,6
martin seymour-smith,2,8.5
mary cunningham,2,0
maureen spurgeon,2,3.5
michael parenti,3,5.17
middleton,2,0
mike moscoe,3,0.29
miriam schlein,7,3.07
nancy alberts,2,3.25
nancy larrick,5,1.43
natalie stone,2,0
nelson mandela,5,2.87
patricia gaffney,32,2.08
patrick mcdonnell,15,6.72
paul rezendes,3,8
paula tanner girard,7,3.29
peace pilgrim,4,2.67
peter van straaten,2,3
philippe meyer,2,3.5
priscilla beaulieu presley,2,2.53
raymond feist,10,2.58
rendell,7,1.86
richard manton,4,4.25
robert b. reich,7,2.46
robert bringhurst,2,2
robert treborlang,2,2.5
robert w. chambers,2,7
roberto g. fernandez,2,4
robin gardiner,3,5
ron handberg,6,3.17
rupert sheldrake,8,2.04
sidney painter,2,2.5
stacy allison,3,3.5
stephen a. bly,10,0.4
stephen mennell,2,4.5
stephen w. sagman,3,2.33
steven krane,3,5.83
sumner locke elliott,4,0
t. e. b. clarke,2,0
theoni pappas,2,5.25
tom thomson,2,10
ty reynolds,2,4.5
wendy shalit,2,1.7
white eagle,4,8.25
sarah rossbach,6,5
a. manette ansay,14,2.36
adrian room,2,5
alan loy mcginnis,3,1.67
alison drake,5,2
alla crone,2,0
allana martin,11,3.37
amabel williams-ellis,2,0
andre walker,2,0
andrew a. rooney,12,3.04
anika nailah,2,5
anthony a. barrett,2,4.42
arabella weir,6,0.36
ashma menken,2,4
barbara conklin,8,0.52
barbara nadel,7,3.48
barbara wertheim tuchman,4,2.17
barry broadfoot,3,1.5
ben sharpe,2,0
bernard kamoroff,2,2
beryl bainbridge,19,3.12
betsy maestro,8,1.46
betty birney,15,2.41
bill brooks,5,3.4
billy dee williams,4,2.19
bob fuller,2,3.5
carola salisbury,3,3.33
clancy carlile,4,2.31
clare bell,5,3.12
clarissa ross,2,4.5
cyra mcfadden,3,3
d. robert white,2,5.75
daniel allen butler,2,5
daniel n. stern,3,4.67
david grand,2,2.25
david long,4,3
deborah chiel,10,1.71
dick dudley,6,10
dick stivers,45,0
dylan thomas,23,5.28
ed mcclanahan,6,2.67
eileen daly,3,0
eileen macdonald,2,2.5
elaine koster,2,2.81
elizabeth dewberry,2,2.33
ellen appleby,4,1.13
ellen recknor,2,2.25
ellen sue stern,5,4.4
emma merritt,15,1.58
enfield,2,3.5
erica orloff,5,3.82
eve harlow,5,1
fred hunter,11,3.11
friedrich ani,8,4.75
g. k chesterton,3,0
gaylord dold,5,1.83
geoff armstrong,2,9
geoff nicholson,13,1.62
gertrude chandler warner,91,2.31
glade b. curtis,9,4.28
harold frederic,3,5
henning mankell,47,4.26
herman holtz,5,0.6
howard kurtz,4,1.85
irene brand,11,1.02
j. michael farr,5,1
jackie merritt,39,1.56
james beckett,4,1.75
james mcbride,6,4.04
james morgan,2,1.33
jane hissey,6,4.33
jean carper,10,1.48
jean craighead george,54,3.29
jessica maxwell,3,1.67
joan collins,12,0.8
joan palmer,2,0
joanot martorell,4,1.25
john lescroart,6,2.2
john long,5,2.73
john pekkanen,2,2
jonathan aitken,2,0
josef haslinger,2,2.83
judith sills,4,1.25
juliet gellatley,3,1
junichiro tanizaki,11,4.23
kate flora,7,2.3
kathleen mccormack,2,1.75
kathy burkett,2,0
kay thompson,5,4.8
kenneth a. beckett,2,0
kenneth cushner,2,5
kevin danaher,2,2.83
kieran scott,2,7
kylie brant,16,2.62
larry callen,2,5
larry millett,8,4.12
laura reese,4,3.43
lesley blanch,2,3.5
lesley chamberlain,3,1.17
lope de vega,9,2.15
louis sabin,6,1.25
lydia millet,3,1.39
lynn kerstan,7,3.64
marco palmieri,3,3.58
mariella righini,3,0
mark o'hare,3,7
mark wilson,3,1.11
martyn godfrey,7,2.67
megan stine,23,1.24
melissa lynn jones,2,0
melissa pritchard,3,4.42
michael anthony steele,4,0.75
michael craft,9,5.58
michael frith,3,0
michael gilbert,14,0.18
michael thomas ford,9,4.04
michel del castillo,2,0
morton s. freeman,3,3.33
nancy wright,2,1.3
nathan walpow,3,0.53
nathaniel branden,13,2.13
nicholas negroponte,4,5.8
nikki rivers,5,3.2
norbert elias,2,8
norman v. peale,7,0
owain bell,2,3.75
p. s. wall,4,3.7
patricia curtis,2,4
patrick ruell,3,2.67
paul ruditis,9,5.52
paul w. abrahams,3,3.67
peter king,13,3.43
phillip hoose,2,0
phyllis ann karr,4,0
pocket books,3,5.33
rhett ellis,3,5
richard wheeler,4,2.5
robert g.  allen,2,2.33
robert j. kriegel,2,0.83
robert jungk,2,7.5
robert storey,6,3.67
robin cody,3,5.97
roland merullo,3,2.67
romain gary,8,3.69
rosemary mahoney,4,1.71
rosie rushton,11,2.41
sally armstrong,2,0
sara ryan,2,7.5
seishi yokomizo,2,2
sherry gottlieb,2,2.67
sherwood eliot wirt,2,1.33
sheryl paterson,2,0
simon lake,2,0
stanley i. greenspan,3,3.33
susan perabo,5,1.9
svende merian,2,5.32
teresa hill,5,2.92
terry cole-whittaker,3,0
trevor scott,5,9.2
tucker shaw,2,6
vicente blasco ibanez,2,4.5
vicki covington,5,2.7
wade b. cook,3,3.33
william bloom,2,5.5
william ferguson,2,0
wucius wong,2,0
a. g. cascone,18,1.73
abraham pais,2,5
ace collins,8,3.83
adam roberts,3,1.83
alan trachtenberg,2,0
albert h. morehead,7,4.48
aleen malcolm,4,0.75
alexander conradt,2,6
alice echols,2,3.25
alice holden,5,1.5
alison leslie gold,2,2.76
aljean harmetz,3,2.4
amir  d. aczel,2,0.9
andrea lee,4,3.33
anna claybourne,3,0
annie berthold-bond,2,9.75
asta bowen,2,0
b. a. chepaitis,2,1.4
barbara neil,5,0
ben bradlee,2,1.5
betsy cromer byars,14,2
bob nelson,2,6.63
brad herzog,5,4.3
c. keith wilbur,2,10
carin rafferty,8,0.88
caroline kettlewell,2,5.33
charles earle funk,5,1.49
christine westermann,2,1.8
chuck palahniuk,23,4.43
chuck smith,5,4.2
claudia casper,2,3.88
collins,3,3.63
cynthia pratt,2,2.5
david miller,4,6.75
deanie francis mills,5,0.6
debbi fields,6,2.33
dermot healy,3,3
doris stokes,3,2.89
dorothea hall,4,3.25
doug lowe,6,1.67
douglas bloch,2,4.75
drew robins,2,0
eca de queiros,6,5.95
edward f. ricketts,2,9.5
edward klein,8,2.83
edwin p. hoyt,4,1
elisabeth bing,3,3.5
elizabeth cody kimmel,2,0.88
eric sanvoisin,3,5.96
eugen herrigel,3,5.21
eve k. sandstrom,7,0.5
fernando aramburu,2,3.75
fiona walker,8,3.21
franz m. wuketits,2,8
gabriele wohmann,3,5
gaston leroux,29,3.51
gayle buck,14,1.96
gene wolfe,47,2.79
george gipe,5,2.08
glenn h leggett,2,4.5
gottfried keller,2,7.5
greg gorden,2,4.5
harriet sarnoff schiff,2,0
ira berlin,4,7.5
j.d. landis,2,3
jacquelyn small,2,0
james anderson,4,2.13
james krenov,2,10
jane lyle,2,2
jean paul valette,2,2.5
jeff kane,2,0
jennifer greene,33,1.43
jim heynen,3,0
jim klobuchar,2,4
jo manning,3,5.67
joanne fluke,10,3.2
joanne ryder,15,2.96
johannes mario simmel,7,1.76
john ayto,6,5.88
john f. walvoord,2,0
john h. davis,6,0.5
john sineno,2,5.88
joshua m. greene,2,0
joy browne,5,3.4
joyce wilson,2,1.6
judith lansdowne,2,2
judy graham,2,5
julian thompson,3,0.71
kathy troccoli,2,0
keith taylor,8,3.19
larry kahaner,2,3.67
larry townsend,2,0
lena lencek,2,6.5
leon atkinson,2,5
les parrott,5,2.2
lori avocato,2,5.5
lynne truss,4,2.19
margaret press,2,1.17
margo maine,2,5
mariano azuela,5,6.63
marion crook,2,0
marlo thomas,8,2.84
mary ann hoberman,8,5.77
maureen gibbon,2,3.53
maureen kushner,2,1.5
michael bracewell,2,1.5
michele weldon,2,7
migene gonzalez-wippler,6,1.04
mircea eliade,9,3.91
neal asher,2,7
nicholas m raskhodoff,2,5
nicole byrd,5,5.1
odile weulersse,2,0
olaf kirch,2,2.25
osvaldo soriano,3,5.33
pan pantziarka,2,4.5
patricia ryan,12,0.13
paula gunn allen,7,4.21
paula r. backscheider,2,4.17
pete hamill,14,2.35
peter lefcourt,7,1.45
peter roget,2,6.5
press bedrock,2,4
rachel cosgrove payes,3,0
ray jones,6,7.17
read,4,2.5
rita walsh,6,3.11
rob cohen,2,2.08
robert fisher,2,4.76
robert lawrence smith,2,1.75
robert m. pirsig,12,3.64
robert mcafee brown,2,6.33
robert merle,21,4.85
robin dellabough,2,1.22
robin hardy,9,2.06
ron dee,2,0
ron larson,6,3.67
rosabeth moss kanter,4,3
roxanne pulitzer,8,1.31
shari lewis,4,0.42
stephen r. lawhead,36,2.5
steve moss,3,5.08
stuart e. hample,2,0
sue leather,2,3
sumner locke elliot,2,3.5
susan grant,6,1.69
susan page,3,6.47
suzanne skees,2,1.75
sylvan barnet,14,2.46
terri brisbin,6,1.52
thomas cleary,21,2.62
thomas mallon,11,1.46
tom henighan,2,0
troy taylor,2,3.5
vicki hendricks,7,2.36
vince flynn,14,2.33
walt disney productions,80,1.66
wendy  peck,2,8.5
william c. byham,3,1.25
william k. klingaman,2,3.5
william march,2,1.17
wilson gage,2,0
a. jones,2,4
abrams,6,6.67
alfred alcorn,2,0
alice joyce davidson,2,1.46
alice koller,4,3
andrew potok,2,1.33
ann benson,13,4.77
anne moyer halpin,2,4.5
axel munthe,2,2.5
barbara w. tuchman,11,3.85
barry holstun lopez,5,3.09
bernard waber,12,2.77
bob frissell,4,4
brock clarke,2,0.4
cameron tuttle,5,2.97
carol orsag madigan,3,5.67
carole marsh,4,1.25
carolyn g. heilbrun,6,1.05
charles baxter,13,2.93
charles ross,2,4.5
cheek m,2,3
cherie bennett,51,2.86
chester b. himes,2,2.5
chris bunch,20,0.86
chris c. pinney,2,8.5
christine monson,2,4.63
cindy chang,2,0
clayton emery,10,1.31
cliff linedecker,2,1.7
craig hunt,4,3.71
daniel callahan,2,4
daniel kirk,4,5.5
david a. van meter,2,0.29
david koenig,3,2.87
david limbaugh,2,2.5
david walker,2,5
desmond morris,17,4.4
didier eribon,4,4
e. howard hunt,3,1.22
editors of memory makers magazine,2,9.5
eileen behan,3,1.5
elaine schulte,6,2
elena greene,3,1
elisabeth fairchild,11,2.36
ellen slezak,3,0.89
ellen ullman,4,6.18
emilie buchwald,2,0
emilie carles,3,4.08
emily elliott,2,0
emma callery,2,8.5
ernest lehman,2,5
evelyn conlon,2,0
fran lebowitz,7,1.94
frank minirth,3,1.67
gail maccoll jarrett,2,7.17
gailanne maravel,2,1.25
gayle m. delaney,2,5.5
george mcgovern,2,2.75
guy kawasaki,7,3.07
h.b. broome,3,0
hannah  holmes,2,1.17
harold g. moore,3,4.22
hartmann von aue,3,0
hedda lyons watney,2,2.5
hesketh pearson,2,8
ingrid bergman,3,0.89
isabella dusi,3,2.22
j.r. roberts,12,0.5
james q. wilson,2,4
jamie harrison,6,3.03
jana hauschild lindberg,2,1
jane resnick,3,0
janice kramer,2,0
jerome doolittle,4,0
jill barnett,16,2.81
jill krementz,5,2
joe conason,2,1.4
joe pauker,3,3.67
john mcphee,28,4.54
john r. macarthur,2,5
jon bellini,2,3.6
jon l. breen,2,2
jon macks,2,7
jonathan harrington,3,0.78
jorge isaacs,2,0
joyce thompson,4,1.75
judy baer,21,1.05
judy budnitz,3,0.83
judy chapman,2,1.5
julia barrett,5,2.41
julia ecklar,2,2.92
julie adair  king,2,2
julie shigekuni,2,1.2
justin heimberg,4,4.11
karen keast,5,0
karen middaugh,2,4
katherine applegate,53,2.04
kathryn harvey,4,3.24
kelli m. gary,76,1.62
ken akamatsu,12,6.89
lawrence magne,2,0
lowery joan nixon,2,1.75
lynda durrant,2,3.5
maggie alderson,3,2.36
malcolm whyte,3,1.33
mameve medwed,6,4.23
margaret lane,2,2.5
marisa montes,2,6.5
marshall cook,3,1.67
maxene andrews,2,0
michael a. black,2,8.5
michael swan,5,6.4
n. h. kleinbaum,4,2.42
nancy l. carlson,13,1.46
nancy milford,3,2.74
nat gertler,2,6
nigel tranter,13,2.54
nina simone,2,0
nora kelly,2,5.38
olga kharitidi,2,4
paperblank book company,4,2.81
patricia roenbeck,2,0
paul murphy,3,6.33
penelope lively,34,2.2
penny warner,9,3.41
percy knauth,2,4.75
pete johnson,2,3.5
peter hansard,4,3.5
philippe sollers,5,2.2
piero meldini,2,3
ralph fletcher,6,1.6
rebecca tyson northen,2,5
ricardo piglia,2,0
richard david carson,2,5.83
richard wenk,2,0
robert don hughes,4,0
robert j. sawyer,22,3.36
robert m. hazen,4,0
robert t. kiyosaki,11,3.28
robert ward,3,0
roger c. schank,3,3.33
roland cutler,3,0
sally mandel,8,2.85
sharon wagner,4,3.5
simak,2,0
stacy horn,3,5.28
stephen cope,3,3
steve almond,3,2.6
steve dennie,2,3.5
steven r. boyett,3,4.96
tim staffel,2,5.25
todhunter ballard,2,0
toni blake,3,2.67
travis hugh culley,2,3.75
valette,2,9
vicki berger erwin,2,0
wendy smedley,2,0.83
william warner,2,0
willy russell,3,3.5
zoltan szabo,4,4.5
a. j. wood,3,3
adam bagdasarian,2,8.5
adrienne,3,2.33
aleda renken,2,0
alexandra kollontai,2,0
alice k. turner,3,0
alicia scott,2,0
alison mack,2,4.04
alvaro mutis,2,3.5
amy scholder,2,6.5
andre kaminski,3,3.94
angela y. davis,2,0.8
anne mazer,15,1.94
ayun halliday,2,6.24
barbara robinson,9,2.77
bel mooney,2,3.5
bernice l. mcfadden,7,5.39
better way bks,2,0
brad matsen,2,0
brenda weathers,2,4
brian doyle,13,3.65
bruce mcmillan,4,3
burton bernstein,2,0
caridad scordato,2,0
carrie brown,7,2.67
carter heyward,2,0
catherine taylor,2,3.25
charlene ann baumbich,3,3.04
cheryl zach,4,2.25
christopher nicholas,4,0
churchill,3,5.17
claire calman,3,3.07
claire llewellyn,5,3.4
clare curzon,12,3.27
clyde phillips,6,2.68
darcy rice,2,0
darren greer,2,2.25
david ambrose,14,3.26
david b. guralnik,3,4.67
david chong,3,5.02
david v. barrett,4,4.5
david wiltse,17,1.62
david wiseman,2,0
deana james,12,0.89
dorien kelly,5,3.12
e. s. mooney,5,1
ed lucaire,3,4.67
edmund white,18,2.71
edward morgan forster,3,3.67
elvio angeloni,4,4
eoin colfer,18,3.12
eugene kennedy,6,1.83
gail van asten,2,2.5
gary gentile,3,0
gavin weightman,2,3.5
george r drake,2,8.5
gerald vizenor,3,1.33
germaine copeland,3,3.33
gunnar staalesen,4,4.13
harker moore,3,4.83
harold e. meyer,2,4.83
harriet hahn,2,3.5
holly payne,2,2.47
howard mohr,2,1.51
hubert reeves,2,8
irene nowell,2,0
ivor horton,4,2
j.g. farrell,2,3
james hatfield,3,4.67
james joseph,2,4.5
jane peart,15,1.1
janis mink,2,9.5
jeanne stephens,6,0
jennifer lash,3,3.33
jessamyn west,9,1.19
jill robinson,4,2.25
jo calloway,4,1.25
john bear,4,6
john hagel iii,2,4.5
john noble,6,4.83
john sherlock,2,0
jonathan goodman,4,2.13
josã© roberto torero,2,4
joy cowley,6,0
joyce meyer,27,3.3
julie anne peters,7,2.16
june lund shiplett,7,0
kate thompson,11,1.18
katharine holabird,9,3.22
kathryn ewing,2,0
lao tzu,12,5.36
laura pariani,3,0.92
les brown,3,1
lester c. thurow,4,1.5
lewis wallace,2,5
lois bujold,2,4.28
lonnie barbach,7,1.81
louise bates ames,12,2.93
lyn mcconchie,2,6.33
maeve haran,9,2.33
magnus mills,5,3.81
marc levy,12,4.15
marc villard,2,6.5
marlene streeruwitz,4,2.25
marlin fitzwater,2,2.13
marti michell,4,3.88
martina navratilova,8,1.15
mary balogh,53,2.31
mary howard,2,1.44
michael johnson,3,6.1
miles tripp,4,1.75
mira kirshenbaum,7,2.24
monica kulling,3,3.78
moosewood collective,5,4.58
morton d. davis,2,0
nele moost,13,4.54
oscar gross brockett,3,6.17
owen,2,3
patricia rae,3,1.11
patricia treece,3,3.67
patrick dennis,3,4.23
paul williams,4,2.88
paul young,3,3.17
penn jillette,3,4.38
pere gimferrer,3,5.33
peter berling,14,3.07
phillip keller,2,1.75
phoebe cranor,2,0
randy lee eickhoff,4,6.25
ray mcniece,2,7
raymond a. moody,6,2.31
raymond strait,4,0.58
rebecca baldwin,2,0
richard schmitt,2,4
robb forman dew,7,1.65
robert burch,3,3.33
robert elegant,6,0.68
robert hemfelt,4,1
robert hã?â¼ltner,3,6.67
roger  walsh,2,2.25
roger wilmut,2,8.5
ru emerson,14,3.1
rudy wiebe,3,1.89
russell martin,7,1.51
sally odgers,2,5
samantha lee,2,0
sarah bush,2,3.5
sarah woodward,2,0
scott russell hill,2,4.5
shirl henke,23,1.88
sonya t. pelton,5,2.4
steve hagen,3,3.04
steve rushin,3,0
stuart buchan,2,2.5
sylvia a. johnson,3,5
sylvia mcnicoll,2,2
t. s. rue,2,1
tama janowitz,14,2.32
thomas bulfinch,11,4.52
thomas king,7,1.18
timothy  zahn,8,4.19
tom james wolfe,5,3.3
tomi ungerer,7,1.71
trudi reisner,4,0.83
vera cleaver,7,1.43
vicki lansky,24,3.82
vinnie hansen,2,0
walter c. kidney,2,0
walter scott,12,1.04
william lovejoy,3,0
a. e. hotchner,3,5
a. wainwright,2,5
alan cumyn,2,1.25
alan hunter,4,0
alejandro jodorowsky,2,2.5
alice anne parker,2,1.5
aliza sherman,2,5
american diabetes association,3,5
anderson ferrell,2,0
anne civardi,10,3.6
arnold mindell,2,0
ashton applewhite,2,0
barry yourgrau,4,2.43
bart andrews,2,3.75
beth goodman,3,3.33
bill crider,14,1.43
bill zehme,4,4.58
brendan gill,4,3
brian mcgrory,4,2.5
brigitte kronauer,3,4.33
bruce lansky,24,3.23
chitra banerjee divakaruni,14,3.6
christopher locke,3,5.38
claudia mills,6,0.25
clifford l. linedecker,15,2.27
connie mason,65,2.13
countess of romanones aline,4,1.46
david bodanis,7,3.4
david downing,2,2
david elkind,7,0.56
david fulmer,2,8
david l. lewis,2,5
david norman,5,3.6
david robertson,2,4.58
deborah blum,3,0
derek van arman,2,1.1
doreen cronin,3,6.66
dorothy l sayers,8,2.41
douglas pagels,7,4.56
eda leshan,3,0.83
eliyahu m. goldratt,5,4.12
elizabeth hunter,3,0
elizabeth scarborough,5,2.1
elizabeth waite,2,3
ellen cameron,2,3
eugenie fraser,2,4.5
evan i. schwartz,2,1.5
fine woodworking magazine,2,5
